experiment	dataset	method	method_label	seed	access	run_name	command
classification_tasks	cam16	xsa_all_ref	XSA	46	public	classification_cam16_xsa_all_ref_s46	python -u slide_level_srp/train.py --run_name classification_cam16_xsa_all_ref_s46 --dataset cam16_univ2 --variant xsa_all_ref --in_dim 1536 --num_classes 2 --split_mode global_seed_holdout --global_seed 46 --seed 46 --neighbor_shuffle_seed 46 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --feature_root ${CAM16_UNIV2_ROOT:?set CAM16_UNIV2_ROOT} --feature_key ${CAM16_UNIV2_FEATURE_KEY:-features/uni_v2}
classification_tasks	cam17	baseline	NA	42	public	classification_cam17_baseline_s42	python -u slide_level_srp/train.py --run_name classification_cam17_baseline_s42 --dataset cam17_univ2 --variant baseline --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 42 --seed 42 --neighbor_shuffle_seed 42 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --feature_root ${CAM17_UNIV2_ROOT:?set CAM17_UNIV2_ROOT} --feature_key ${CAM17_UNIV2_FEATURE_KEY:-features/uni_v2}
classification_tasks	cam17	baseline	NA	43	public	classification_cam17_baseline_s43	python -u slide_level_srp/train.py --run_name classification_cam17_baseline_s43 --dataset cam17_univ2 --variant baseline --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 43 --seed 43 --neighbor_shuffle_seed 43 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --feature_root ${CAM17_UNIV2_ROOT:?set CAM17_UNIV2_ROOT} --feature_key ${CAM17_UNIV2_FEATURE_KEY:-features/uni_v2}
classification_tasks	cam17	baseline	NA	44	public	classification_cam17_baseline_s44	python -u slide_level_srp/train.py --run_name classification_cam17_baseline_s44 --dataset cam17_univ2 --variant baseline --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 44 --seed 44 --neighbor_shuffle_seed 44 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --feature_root ${CAM17_UNIV2_ROOT:?set CAM17_UNIV2_ROOT} --feature_key ${CAM17_UNIV2_FEATURE_KEY:-features/uni_v2}
classification_tasks	cam17	baseline	NA	45	public	classification_cam17_baseline_s45	python -u slide_level_srp/train.py --run_name classification_cam17_baseline_s45 --dataset cam17_univ2 --variant baseline --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 45 --seed 45 --neighbor_shuffle_seed 45 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --feature_root ${CAM17_UNIV2_ROOT:?set CAM17_UNIV2_ROOT} --feature_key ${CAM17_UNIV2_FEATURE_KEY:-features/uni_v2}
classification_tasks	cam17	baseline	NA	46	public	classification_cam17_baseline_s46	python -u slide_level_srp/train.py --run_name classification_cam17_baseline_s46 --dataset cam17_univ2 --variant baseline --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 46 --seed 46 --neighbor_shuffle_seed 46 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --feature_root ${CAM17_UNIV2_ROOT:?set CAM17_UNIV2_ROOT} --feature_key ${CAM17_UNIV2_FEATURE_KEY:-features/uni_v2}
classification_tasks	cam17	diff_transformer	Diff	42	public	classification_cam17_diff_transformer_s42	python -u slide_level_srp/train.py --run_name classification_cam17_diff_transformer_s42 --dataset cam17_univ2 --variant diff_transformer --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 42 --seed 42 --neighbor_shuffle_seed 42 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --feature_root ${CAM17_UNIV2_ROOT:?set CAM17_UNIV2_ROOT} --feature_key ${CAM17_UNIV2_FEATURE_KEY:-features/uni_v2}
classification_tasks	cam17	diff_transformer	Diff	43	public	classification_cam17_diff_transformer_s43	python -u slide_level_srp/train.py --run_name classification_cam17_diff_transformer_s43 --dataset cam17_univ2 --variant diff_transformer --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 43 --seed 43 --neighbor_shuffle_seed 43 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --feature_root ${CAM17_UNIV2_ROOT:?set CAM17_UNIV2_ROOT} --feature_key ${CAM17_UNIV2_FEATURE_KEY:-features/uni_v2}
classification_tasks	cam17	diff_transformer	Diff	44	public	classification_cam17_diff_transformer_s44	python -u slide_level_srp/train.py --run_name classification_cam17_diff_transformer_s44 --dataset cam17_univ2 --variant diff_transformer --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 44 --seed 44 --neighbor_shuffle_seed 44 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --feature_root ${CAM17_UNIV2_ROOT:?set CAM17_UNIV2_ROOT} --feature_key ${CAM17_UNIV2_FEATURE_KEY:-features/uni_v2}
classification_tasks	cam17	diff_transformer	Diff	45	public	classification_cam17_diff_transformer_s45	python -u slide_level_srp/train.py --run_name classification_cam17_diff_transformer_s45 --dataset cam17_univ2 --variant diff_transformer --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 45 --seed 45 --neighbor_shuffle_seed 45 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --feature_root ${CAM17_UNIV2_ROOT:?set CAM17_UNIV2_ROOT} --feature_key ${CAM17_UNIV2_FEATURE_KEY:-features/uni_v2}
classification_tasks	cam17	diff_transformer	Diff	46	public	classification_cam17_diff_transformer_s46	python -u slide_level_srp/train.py --run_name classification_cam17_diff_transformer_s46 --dataset cam17_univ2 --variant diff_transformer --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 46 --seed 46 --neighbor_shuffle_seed 46 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --feature_root ${CAM17_UNIV2_ROOT:?set CAM17_UNIV2_ROOT} --feature_key ${CAM17_UNIV2_FEATURE_KEY:-features/uni_v2}
classification_tasks	cam17	gated_post_attention	Gated SRP	42	public	classification_cam17_gated_post_attention_s42	python -u slide_level_srp/train.py --run_name classification_cam17_gated_post_attention_s42 --dataset cam17_univ2 --variant srp_patch_signed_gated --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 42 --seed 42 --neighbor_shuffle_seed 42 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --feature_root ${CAM17_UNIV2_ROOT:?set CAM17_UNIV2_ROOT} --feature_key ${CAM17_UNIV2_FEATURE_KEY:-features/uni_v2} --delta_scale 2.0 --gate_hidden_dim 64 --gate_output_init zero --gate_activation tanh --gate_factorization full --srp_context_impl stacked --srp_correction_chunk_size 0
classification_tasks	cam17	gated_post_attention	Gated SRP	43	public	classification_cam17_gated_post_attention_s43	python -u slide_level_srp/train.py --run_name classification_cam17_gated_post_attention_s43 --dataset cam17_univ2 --variant srp_patch_signed_gated --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 43 --seed 43 --neighbor_shuffle_seed 43 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --feature_root ${CAM17_UNIV2_ROOT:?set CAM17_UNIV2_ROOT} --feature_key ${CAM17_UNIV2_FEATURE_KEY:-features/uni_v2} --delta_scale 2.0 --gate_hidden_dim 64 --gate_output_init zero --gate_activation tanh --gate_factorization full --srp_context_impl stacked --srp_correction_chunk_size 0
classification_tasks	cam17	gated_post_attention	Gated SRP	44	public	classification_cam17_gated_post_attention_s44	python -u slide_level_srp/train.py --run_name classification_cam17_gated_post_attention_s44 --dataset cam17_univ2 --variant srp_patch_signed_gated --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 44 --seed 44 --neighbor_shuffle_seed 44 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --feature_root ${CAM17_UNIV2_ROOT:?set CAM17_UNIV2_ROOT} --feature_key ${CAM17_UNIV2_FEATURE_KEY:-features/uni_v2} --delta_scale 2.0 --gate_hidden_dim 64 --gate_output_init zero --gate_activation tanh --gate_factorization full --srp_context_impl stacked --srp_correction_chunk_size 0
classification_tasks	cam17	gated_post_attention	Gated SRP	45	public	classification_cam17_gated_post_attention_s45	python -u slide_level_srp/train.py --run_name classification_cam17_gated_post_attention_s45 --dataset cam17_univ2 --variant srp_patch_signed_gated --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 45 --seed 45 --neighbor_shuffle_seed 45 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --feature_root ${CAM17_UNIV2_ROOT:?set CAM17_UNIV2_ROOT} --feature_key ${CAM17_UNIV2_FEATURE_KEY:-features/uni_v2} --delta_scale 2.0 --gate_hidden_dim 64 --gate_output_init zero --gate_activation tanh --gate_factorization full --srp_context_impl stacked --srp_correction_chunk_size 0
classification_tasks	cam17	gated_post_attention	Gated SRP	46	public	classification_cam17_gated_post_attention_s46	python -u slide_level_srp/train.py --run_name classification_cam17_gated_post_attention_s46 --dataset cam17_univ2 --variant srp_patch_signed_gated --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 46 --seed 46 --neighbor_shuffle_seed 46 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --feature_root ${CAM17_UNIV2_ROOT:?set CAM17_UNIV2_ROOT} --feature_key ${CAM17_UNIV2_FEATURE_KEY:-features/uni_v2} --delta_scale 2.0 --gate_hidden_dim 64 --gate_output_init zero --gate_activation tanh --gate_factorization full --srp_context_impl stacked --srp_correction_chunk_size 0
classification_tasks	cam17	xsa_all_ref	XSA	42	public	classification_cam17_xsa_all_ref_s42	python -u slide_level_srp/train.py --run_name classification_cam17_xsa_all_ref_s42 --dataset cam17_univ2 --variant xsa_all_ref --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 42 --seed 42 --neighbor_shuffle_seed 42 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --feature_root ${CAM17_UNIV2_ROOT:?set CAM17_UNIV2_ROOT} --feature_key ${CAM17_UNIV2_FEATURE_KEY:-features/uni_v2}
classification_tasks	cam17	xsa_all_ref	XSA	43	public	classification_cam17_xsa_all_ref_s43	python -u slide_level_srp/train.py --run_name classification_cam17_xsa_all_ref_s43 --dataset cam17_univ2 --variant xsa_all_ref --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 43 --seed 43 --neighbor_shuffle_seed 43 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --feature_root ${CAM17_UNIV2_ROOT:?set CAM17_UNIV2_ROOT} --feature_key ${CAM17_UNIV2_FEATURE_KEY:-features/uni_v2}
classification_tasks	cam17	xsa_all_ref	XSA	44	public	classification_cam17_xsa_all_ref_s44	python -u slide_level_srp/train.py --run_name classification_cam17_xsa_all_ref_s44 --dataset cam17_univ2 --variant xsa_all_ref --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 44 --seed 44 --neighbor_shuffle_seed 44 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --feature_root ${CAM17_UNIV2_ROOT:?set CAM17_UNIV2_ROOT} --feature_key ${CAM17_UNIV2_FEATURE_KEY:-features/uni_v2}
classification_tasks	cam17	xsa_all_ref	XSA	45	public	classification_cam17_xsa_all_ref_s45	python -u slide_level_srp/train.py --run_name classification_cam17_xsa_all_ref_s45 --dataset cam17_univ2 --variant xsa_all_ref --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 45 --seed 45 --neighbor_shuffle_seed 45 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --feature_root ${CAM17_UNIV2_ROOT:?set CAM17_UNIV2_ROOT} --feature_key ${CAM17_UNIV2_FEATURE_KEY:-features/uni_v2}
classification_tasks	cam17	xsa_all_ref	XSA	46	public	classification_cam17_xsa_all_ref_s46	python -u slide_level_srp/train.py --run_name classification_cam17_xsa_all_ref_s46 --dataset cam17_univ2 --variant xsa_all_ref --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 46 --seed 46 --neighbor_shuffle_seed 46 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --feature_root ${CAM17_UNIV2_ROOT:?set CAM17_UNIV2_ROOT} --feature_key ${CAM17_UNIV2_FEATURE_KEY:-features/uni_v2}
classification_tasks	kgh	baseline	NA	42	restricted	classification_kgh_baseline_s42	python -u slide_level_srp/train.py --run_name classification_kgh_baseline_s42 --dataset kgh --variant baseline --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 42 --seed 42 --neighbor_shuffle_seed 42 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --kgh_true_4class --feature_root ${KGH_FEATURE_ROOT:?set KGH_FEATURE_ROOT} --feature_key ${KGH_FEATURE_KEY:-features/uni_v2}
classification_tasks	kgh	baseline	NA	43	restricted	classification_kgh_baseline_s43	python -u slide_level_srp/train.py --run_name classification_kgh_baseline_s43 --dataset kgh --variant baseline --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 43 --seed 43 --neighbor_shuffle_seed 43 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --kgh_true_4class --feature_root ${KGH_FEATURE_ROOT:?set KGH_FEATURE_ROOT} --feature_key ${KGH_FEATURE_KEY:-features/uni_v2}
classification_tasks	kgh	baseline	NA	44	restricted	classification_kgh_baseline_s44	python -u slide_level_srp/train.py --run_name classification_kgh_baseline_s44 --dataset kgh --variant baseline --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 44 --seed 44 --neighbor_shuffle_seed 44 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --kgh_true_4class --feature_root ${KGH_FEATURE_ROOT:?set KGH_FEATURE_ROOT} --feature_key ${KGH_FEATURE_KEY:-features/uni_v2}
classification_tasks	kgh	baseline	NA	45	restricted	classification_kgh_baseline_s45	python -u slide_level_srp/train.py --run_name classification_kgh_baseline_s45 --dataset kgh --variant baseline --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 45 --seed 45 --neighbor_shuffle_seed 45 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --kgh_true_4class --feature_root ${KGH_FEATURE_ROOT:?set KGH_FEATURE_ROOT} --feature_key ${KGH_FEATURE_KEY:-features/uni_v2}
classification_tasks	kgh	baseline	NA	46	restricted	classification_kgh_baseline_s46	python -u slide_level_srp/train.py --run_name classification_kgh_baseline_s46 --dataset kgh --variant baseline --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 46 --seed 46 --neighbor_shuffle_seed 46 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --kgh_true_4class --feature_root ${KGH_FEATURE_ROOT:?set KGH_FEATURE_ROOT} --feature_key ${KGH_FEATURE_KEY:-features/uni_v2}
classification_tasks	kgh	diff_transformer	Diff	42	restricted	classification_kgh_diff_transformer_s42	python -u slide_level_srp/train.py --run_name classification_kgh_diff_transformer_s42 --dataset kgh --variant diff_transformer --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 42 --seed 42 --neighbor_shuffle_seed 42 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --kgh_true_4class --feature_root ${KGH_FEATURE_ROOT:?set KGH_FEATURE_ROOT} --feature_key ${KGH_FEATURE_KEY:-features/uni_v2}
classification_tasks	kgh	diff_transformer	Diff	43	restricted	classification_kgh_diff_transformer_s43	python -u slide_level_srp/train.py --run_name classification_kgh_diff_transformer_s43 --dataset kgh --variant diff_transformer --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 43 --seed 43 --neighbor_shuffle_seed 43 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --kgh_true_4class --feature_root ${KGH_FEATURE_ROOT:?set KGH_FEATURE_ROOT} --feature_key ${KGH_FEATURE_KEY:-features/uni_v2}
classification_tasks	kgh	diff_transformer	Diff	44	restricted	classification_kgh_diff_transformer_s44	python -u slide_level_srp/train.py --run_name classification_kgh_diff_transformer_s44 --dataset kgh --variant diff_transformer --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 44 --seed 44 --neighbor_shuffle_seed 44 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --kgh_true_4class --feature_root ${KGH_FEATURE_ROOT:?set KGH_FEATURE_ROOT} --feature_key ${KGH_FEATURE_KEY:-features/uni_v2}
classification_tasks	kgh	diff_transformer	Diff	45	restricted	classification_kgh_diff_transformer_s45	python -u slide_level_srp/train.py --run_name classification_kgh_diff_transformer_s45 --dataset kgh --variant diff_transformer --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 45 --seed 45 --neighbor_shuffle_seed 45 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --kgh_true_4class --feature_root ${KGH_FEATURE_ROOT:?set KGH_FEATURE_ROOT} --feature_key ${KGH_FEATURE_KEY:-features/uni_v2}
classification_tasks	kgh	diff_transformer	Diff	46	restricted	classification_kgh_diff_transformer_s46	python -u slide_level_srp/train.py --run_name classification_kgh_diff_transformer_s46 --dataset kgh --variant diff_transformer --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 46 --seed 46 --neighbor_shuffle_seed 46 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --kgh_true_4class --feature_root ${KGH_FEATURE_ROOT:?set KGH_FEATURE_ROOT} --feature_key ${KGH_FEATURE_KEY:-features/uni_v2}
classification_tasks	kgh	gated_post_attention	Gated SRP	42	restricted	classification_kgh_gated_post_attention_s42	python -u slide_level_srp/train.py --run_name classification_kgh_gated_post_attention_s42 --dataset kgh --variant srp_patch_signed_gated --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 42 --seed 42 --neighbor_shuffle_seed 42 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --kgh_true_4class --feature_root ${KGH_FEATURE_ROOT:?set KGH_FEATURE_ROOT} --feature_key ${KGH_FEATURE_KEY:-features/uni_v2} --delta_scale 1.0 --gate_hidden_dim 64 --gate_output_init zero --gate_activation tanh --gate_factorization full --srp_context_impl stacked --srp_correction_chunk_size 0
classification_tasks	kgh	gated_post_attention	Gated SRP	43	restricted	classification_kgh_gated_post_attention_s43	python -u slide_level_srp/train.py --run_name classification_kgh_gated_post_attention_s43 --dataset kgh --variant srp_patch_signed_gated --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 43 --seed 43 --neighbor_shuffle_seed 43 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --kgh_true_4class --feature_root ${KGH_FEATURE_ROOT:?set KGH_FEATURE_ROOT} --feature_key ${KGH_FEATURE_KEY:-features/uni_v2} --delta_scale 1.0 --gate_hidden_dim 64 --gate_output_init zero --gate_activation tanh --gate_factorization full --srp_context_impl stacked --srp_correction_chunk_size 0
classification_tasks	kgh	gated_post_attention	Gated SRP	44	restricted	classification_kgh_gated_post_attention_s44	python -u slide_level_srp/train.py --run_name classification_kgh_gated_post_attention_s44 --dataset kgh --variant srp_patch_signed_gated --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 44 --seed 44 --neighbor_shuffle_seed 44 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --kgh_true_4class --feature_root ${KGH_FEATURE_ROOT:?set KGH_FEATURE_ROOT} --feature_key ${KGH_FEATURE_KEY:-features/uni_v2} --delta_scale 1.0 --gate_hidden_dim 64 --gate_output_init zero --gate_activation tanh --gate_factorization full --srp_context_impl stacked --srp_correction_chunk_size 0
classification_tasks	kgh	gated_post_attention	Gated SRP	45	restricted	classification_kgh_gated_post_attention_s45	python -u slide_level_srp/train.py --run_name classification_kgh_gated_post_attention_s45 --dataset kgh --variant srp_patch_signed_gated --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 45 --seed 45 --neighbor_shuffle_seed 45 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --kgh_true_4class --feature_root ${KGH_FEATURE_ROOT:?set KGH_FEATURE_ROOT} --feature_key ${KGH_FEATURE_KEY:-features/uni_v2} --delta_scale 1.0 --gate_hidden_dim 64 --gate_output_init zero --gate_activation tanh --gate_factorization full --srp_context_impl stacked --srp_correction_chunk_size 0
classification_tasks	kgh	gated_post_attention	Gated SRP	46	restricted	classification_kgh_gated_post_attention_s46	python -u slide_level_srp/train.py --run_name classification_kgh_gated_post_attention_s46 --dataset kgh --variant srp_patch_signed_gated --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 46 --seed 46 --neighbor_shuffle_seed 46 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --kgh_true_4class --feature_root ${KGH_FEATURE_ROOT:?set KGH_FEATURE_ROOT} --feature_key ${KGH_FEATURE_KEY:-features/uni_v2} --delta_scale 1.0 --gate_hidden_dim 64 --gate_output_init zero --gate_activation tanh --gate_factorization full --srp_context_impl stacked --srp_correction_chunk_size 0
classification_tasks	kgh	xsa_all_ref	XSA	42	restricted	classification_kgh_xsa_all_ref_s42	python -u slide_level_srp/train.py --run_name classification_kgh_xsa_all_ref_s42 --dataset kgh --variant xsa_all_ref --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 42 --seed 42 --neighbor_shuffle_seed 42 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --kgh_true_4class --feature_root ${KGH_FEATURE_ROOT:?set KGH_FEATURE_ROOT} --feature_key ${KGH_FEATURE_KEY:-features/uni_v2}
classification_tasks	kgh	xsa_all_ref	XSA	43	restricted	classification_kgh_xsa_all_ref_s43	python -u slide_level_srp/train.py --run_name classification_kgh_xsa_all_ref_s43 --dataset kgh --variant xsa_all_ref --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 43 --seed 43 --neighbor_shuffle_seed 43 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --kgh_true_4class --feature_root ${KGH_FEATURE_ROOT:?set KGH_FEATURE_ROOT} --feature_key ${KGH_FEATURE_KEY:-features/uni_v2}
